Komentar,label_index,predicted_label
"""Kaka tidur yaa, udah pagi, gaboleh capek2""",0.0,non_cyberbullying
"""makan nasi padang aja begini badannya""",0.0,non_cyberbullying
"""yang aku suka dari dia adalah selalu cukur jembut sebelum manggung""",0.0,non_cyberbullying
"""Hai kak Isyana aku ngefans banget sama kak Isyana.aku paling suka lagu kak Isyana itu lagu tetap didalam jiwa""",0.0,non_cyberbullying
"""Manusia apa bidadari sih herann deh cantik terus 😌♥️""",0.0,non_cyberbullying
"""@ayu.kinantii isyan skrg berubah ya:( baju nya nakal""",0.0,non_cyberbullying
"""Gemesnya isyan kayak tango, berlapis lapis ciaaaa""",0.0,non_cyberbullying
"""Makin jelek aja anaknya, padahal ibu ayahnya cakep2""",0.0,non_cyberbullying
"""Kok anaknya kayak udah tua gitu ya mukanya kk tasya""",0.0,non_cyberbullying
"""Muka anak nya ko tua banget yaa.. GK ngegemesin GK ada lucu2nya""",0.0,non_cyberbullying
"""Muka nya muka kolot wkwk bukan muka bayi2 lucu gt""",0.0,non_cyberbullying
"""Udah gila sekarang ini orang wkwk, udah jomblo jadi psikolog ga laku, ya jadilah seperti itu""",0.0,non_cyberbullying
"""Lo sintingnya udah tingkat dewa""",0.0,non_cyberbullying
"""Sepertinya Lutfi setelah putus dgn salsa seperti orang stress""",0.0,non_cyberbullying
"""ANAK TOLOL INI MULAI AKTIF YA BUND""",0.0,non_cyberbullying
"""bisa mati aja ga? gedeg gua liat lu. ANJIM""",0.0,non_cyberbullying
"""Woy Lutfi asu , sok asik Lo ANJING !""",0.0,non_cyberbullying
"""Apasih kontol berantem aja lah ayo bngst @lutfiagizal""",0.0,non_cyberbullying
"""Ibu kamu pelakor plus hamil di luar nikah ya? Pantesan anaknya kyk gini modelannya""",0.0,non_cyberbullying
"""Anaknya udh pinter, maknya yang kelempengan.. berasa masih baby, tingginya azka aj melebihi mamanya..""",0.0,non_cyberbullying
"""Anak yg cerdas terbentuk dr pola asuh sekaligus pola didik ortu yg cerdas pula sih pada saranya. Sesimple itu""",0.0,non_cyberbullying
"""Setengah iri setengah jadi motivasi ini""",,Unknown class
"""Ancur hidup lu kalau sama dia… Sumpah..""",0.0,non_cyberbullying
"""serem banget muka lo mel kayak ayam potong merah banget""",,Unknown class
"""Yaudah jd pengusaha kuliner aja gausah artis, makanannya emang bikin ngiler sih wkwkw""",0.0,non_cyberbullying
"""Kamu emang cocoknya jadi pengusaha kuliner udah fixs. Semoha lancat terusssss""",0.0,non_cyberbullying
"""Tak sejelek IMAGE Owner ya..? Artis ups bukan Artis? Hallo secara tidak langsung semua orang itu tau IMAGE lu jelek gentong!""",0.0,non_cyberbullying
"""Apaan sih gak jelas hidupnya""",0.0,non_cyberbullying
"""Sebelum aku Unfoll, aku mau bilang NAJISSSS""",0.0,non_cyberbullying
"""muka lu sensual tapi norak kenapa dah""",0.0,non_cyberbullying
"""Udah gk jaman ngebully orang hey netizen mending ngaca dari kekurangan sendiri""",0.0,non_cyberbullying
"""Kalau pas penempatannya, sebenernya kamu imut banget loh mel.""",0.0,non_cyberbullying
"""Cakep kaga jelek iya HAHAH""",0.0,non_cyberbullying
"""jari jari kaki kayak jarinya tukang panggul""",0.0,non_cyberbullying
"""Kakinya kek lagi hamil tua ya bun, semacam kaki gajah @ayuugsia""",0.0,non_cyberbullying
"""Suka heran sama yg ngehina fisik,, ternyata bener ya kita semua pendosa dengan cara kita sendiri,,""",0.0,non_cyberbullying
"""Ini diedit biar langsing padahal mah klo live bomber badannya""",0.0,non_cyberbullying
"""Kakinya gedong sayyy kek kaki jantan… Upp kan dia suka berbaur ama warwerwor.. Mahluk astral.. Yg kakinya gedong""",0.0,non_cyberbullying
"""Bagusan foto pakai masker drpd gak pakai masker""",0.0,non_cyberbullying
"""@rosameldianti_ kakak foto sebelum ini. kenapa Memeknya Keliatan Tebal???? Memeknya kakak Lagi Bengkak yah???""",0.0,non_cyberbullying
"""Bra nya kedodoran kak make ukuran gede yaa""",0.0,non_cyberbullying
"""Nah ini cantik seneng. Usahanya membuahkan hasil. Semangat ya mel semoga menjadi pribadi yang lebih baik lagi""",0.0,non_cyberbullying
"""mba bisa gk sih, kalau gk merem melek gitu matanya kaya orang cacingan""",0.0,non_cyberbullying
"""Semoga lancar terus usahanya mel""",0.0,non_cyberbullying
"""Cantik banget kalo meldi muka natural kek gini""",0.0,non_cyberbullying
"""Lu diem aja cantik mel kalo ga banyak gaya serius""",0.0,non_cyberbullying
"""Kaku kek kanebo kering hahaha""",0.0,non_cyberbullying
"""Semakin glowing say… natural kayak gini bagus tambahin prestasi nya ya say""",0.0,non_cyberbullying
"""Meldi, emaknya buka klinik totok aura kayaknya anaknya gak pernah ditotok ya… auranya gak keliatan yg ada malah butek""",0.0,non_cyberbullying
"""Karena muka lo pasaran mel, di pasar sapi juga ada yang mirip noh""",0.0,non_cyberbullying
"""Maap kalau gua sering nyamain lu sama dugong soalnya emang mirip""",0.0,non_cyberbullying
"""Iya lo kamu mirip monyet mel""",0.0,non_cyberbullying
"""Bagusan pantat panci aing atuh anjir""",0.0,non_cyberbullying
"""Ya emang ga ada yang sama soalnya muka kamu sama dengan muka badak, muka beton, ga ada malu,,,""",0.0,non_cyberbullying
"""Kok mbak meldi sekarang tambah cantik ya rahasianya apa..""",0.0,non_cyberbullying
"""Lengannya gempal banget sih HAHA""",0.0,non_cyberbullying
"""Fix yang komen semua nyela""",0.0,non_cyberbullying
"""Udah ka gausah digubris gausah dipikirin. Bersyukur aja sama nikmat tuhan yang udah dikasih ke kaka. Gausah juga ngatain orang ka, tetep bersyukur atas nikmatnya""",0.0,non_cyberbullying
"""Jari jari nya gede gede banget, apalagi pas ngiklan makan ikan danau hambar, jarinya kayak jempol semua hawak bener""",0.0,non_cyberbullying
"""Jangan disamain muka @rosameldianti_ sama orang oi. Mintanya disamain sama babi""",0.0,non_cyberbullying
"""Ga ada yang dibawah Meldi, semuanya setara, ada kekurangan ada kelebihan""",0.0,non_cyberbullying
"""Ka mel gausah merendahkan orang lain. Bersyukur aja diatas langit juga masih ada langit lagi""",0.0,non_cyberbullying
"""Mukanya kalau gak dibantu kamera dekil dan kumel""",0.0,non_cyberbullying
"""Semua wanita cantik, jangan suka merasa lebih ah""",0.0,non_cyberbullying
"""Meldi udah dapat kontrak endorse skincare ya tapi kok mukanya tetap jelek si?""",0.0,non_cyberbullying
"""Gila Netizen pada sempurna ngehina orang terus""",0.0,non_cyberbullying
"""Semua dah pada ngembang… habis di berapa cowo meldi?... enak ya di otak atik""",0.0,non_cyberbullying
"""Karena muka kayak elo pasaran dan murah…""",0.0,non_cyberbullying
"""Muka buluk kepedean lagi.. muka udah tua""",0.0,non_cyberbullying
"""Muka lu kaya tai wkwkwk""",0.0,non_cyberbullying
"""Sakit jiwa ini upil gajah… Kasihan""",0.0,non_cyberbullying
"""Jelek macam buntut kuali hahaha""",0.0,non_cyberbullying
"""Meldi tambah kurusan sekarang ya??? Cantik walaupun tanpa make up…""",0.0,non_cyberbullying
"""Elu juga semoga semakinlebih baik dalam segala hal, terutama akhlak dan etikanya""",0.0,non_cyberbullying
"""Mbak mell sehat dan sukses ya""",0.0,non_cyberbullying
"""Aamiin. Doa baik juga untuk Meldi""",0.0,non_cyberbullying
"""Selamat tahun baru mbak, semoga jadi pribadi yang lebih baik amin""",0.0,non_cyberbullying
"""Meldi ini lama lama cantik loh tinggal dibenerin akhlak dan adabnya pasti makin sip""",0.0,non_cyberbullying
"""Pengambilan fotonya sudah bagus mantap dan keren.. tinggal pengambilan ARWAH nya aja yang belum""",0.0,non_cyberbullying
"""Nggak ada cantik-cantik nya hahaha""",0.0,non_cyberbullying
"""Kasian editornya sih ini, nanggung dosa banget kayaknya ngeditnya offside gini""",0.0,non_cyberbullying
"""Lama lama mirip dewi persik ya""",0.0,non_cyberbullying
"""pada julid padahal kan meldi gak nyusahin kalian""",0.0,non_cyberbullying
"""ini foto apa w masukin museum aja ya ga ada pantas2nya""",0.0,non_cyberbullying
"""Nggak ngumpul bareng mami isa lagi kan kamu yang paling gembrot disana""",0.0,non_cyberbullying
